product_name,product_category,product_promo,product_price,quantity_sold,location
100g Pet Dog Food Beef Dog Treats Dog Snack Chicken Cheese Granule Dog Training Food for Puppy Dog,Pet Food & Treats,Free Gift,₱27 - ₱29,40.5K sold,"Valenzuela City, Metro Manila"
"PEDIGREE Meat Jerky Dog Treats - Treats for Dogs in Smoky Beef Flavor (3-Pack), 80g.",Pet Food & Treats,₱ 282 | 3.30 ONLY,₱312,14.6K sold,
"PEDIGREE DentaStix for Puppy – Dental Treats for Puppy, 56g. Daily Puppy Treats for Healthy Gums",Pet Food & Treats,₱ 73 | 3.30 ONLY,₱78,77.5K sold,
"PEDIGREE Meat Jerky Dog Treats – Treats for Dogs in Smoky Beef Flavor, 80g.",Pet Food & Treats,Free Gift,₱104,60K sold,
"WHISKAS Cat Food Wet Pouch – Mackerel Flavor Wet Food for Cats Aged 1+ Years (24-Pack), 80g.",Pet Food & Treats,Free Gift,₱720,13.4K sold,
Pet Plus Feline Gourmet Wet Cat Food 400g,Pet Food & Treats,wholesale,₱68,45.5K sold,"Valenzuela City, Metro Manila"
"PEDIGREE Wet Dog Food Pouch – Chicken and Liver Flavor (6-Pack), 130g. Pet Food for Adult Dogs",Pet Food & Treats,Free Gift,₱232,28.3K sold,
Pet New Land 15g sausage pet food snack cat dog snack ham sausage Training Award snack,Pet Food & Treats,Add-on Deal,₱20,440.2K sold,"Marilao, Bulacan"
PET PLUS feline gourmet,Pet Food & Treats,,₱65,41.7K sold,"Tondo I / Ii, Metro Manila"
"PEDIGREE Wet Food for Dogs (12-Pack), 130g. - Dog Food for Adults with Chicken Flavor in Gravy",Pet Food & Treats,₱ 417 | 3.30 ONLY,₱462,5.8K sold,
Special Cat Mousse Wet Cat Food 400g,Pet Food & Treats,wholesale,₱75,30.3K sold,"Valenzuela City, Metro Manila"
15g/stick Dog Treats Dog Food  Four Flavors of Sausage For All Dog Breeds Pet Snacks Pet Food,Pet Food & Treats,,₱15,242.6K sold,"Valenzuela City, Metro Manila"
100g Pet Dog Food Beef Dog Treats Dog Snack Chicken Cheese Granule Dog Training Food for Puppy Dog,Pet Food & Treats,Free Gift,₱27 - ₱29,27.4K sold,"Valenzuela City, Metro Manila"
100g Pet Biscuit Pet cookies Dog cat biscuits treats Dog Treats Dog Snack Dog Biscuit Dog Pet Treat,Pet Food & Treats,"5% off
Add-on Deal",₱88,11.4K sold,"Guiguinto, Bulacan"
100g Pet Dog Biscuit Dog Snacks Dog Treats Pet Cat Food Dog Puppy Food Pet Treats Dog Training Food,Pet Food & Treats,Free Gift,₱28 - ₱29,8.3K sold,"Valenzuela City, Metro Manila"
Pet cookies Dog cat biscuits treats 100g pet food snacks,Pet Food & Treats,,₱62,30K sold,"Marilao, Bulacan"
15g pet sausage cat dog sausage pet snack cat dog training sausage,Pet Food & Treats,,₱10,908.7K sold,"Marilao, Bulacan"
15 grams Sausage Pet Treat High Quality Pet Sausage Treat Pet Snack Dog Treat Cat Treat,Pet Food & Treats,,₱10,1.4M sold,"Quezon City, Metro Manila"
Dog Treat 15g Three Flavors of Sausage For All Dog Breeds Pet Snack Dog Treat,Pet Food & Treats,₱ 5 | 3.30 ONLY,₱10,214.5K sold,"Binondo, Metro Manila"
